Title,House_address,Area,House_layout,Rent
,,,,
整租·花果园B北区 3室2厅 东,南明区,107.00㎡,3室2厅1卫,1600 元/月
,,,,
整租·解放路261号 2室1厅 西南,南明区,70.00㎡,2室1厅1卫,1200 元/月
,,,,
整租·北大资源梦想城 1室1厅 南,观山湖区,45.00㎡,1室1厅1卫,1600 元/月
,,,,
整租·延安西路242号 1室1厅 东南,云岩区,45.00㎡,1室1厅1卫,900 元/月
,,,,
整租·花果园J区 2室1厅 南,南明区,65.00㎡,2室1厅1卫,1600 元/月
,,,,
整租·首钢贵州之光光逸组团 3室2厅 东南,南明区,118.00㎡,3室2厅1卫,1200 元/月
,,,,
整租·花果园J区 3室1厅 东南,南明区,80.00㎡,3室1厅1卫,1800 元/月
,,,,
整租·群升大智汇思杨郡E组团 4室2厅 北,花溪区,136.00㎡,4室2厅2卫,2200 元/月
,,,,
整租·花溪大道北段216号 3室1厅 东,南明区,86.35㎡,3室1厅1卫,1500 元/月
,,,,
整租·营盘路 2室1厅 南,南明区,76.04㎡,2室1厅1卫,700 元/月
,,,,
整租·北京路社区聚新院落 1室1厅 东,云岩区,48.00㎡,1室1厅1卫,1000 元/月
,,,,
整租·万科新都荟 3室2厅 东南,云岩区,112.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·保利温泉新城三期 3室2厅 东南/南,乌当区,123.00㎡,3室2厅2卫,1900 元/月
,,,,
整租·金融101大厦 1室0厅 东南/南,观山湖区,77.00㎡,1室0厅0卫,4000 元/月
,,,,
整租·花果园R2区 3室2厅 南,南明区,100.00㎡,3室2厅1卫,2000 元/月
,,,,
整租·龙盛苑 3室1厅 东南,观山湖区,90.00㎡,3室1厅1卫,2300 元/月
,,,,
整租·渔安新城E组团 1室1厅 东南,云岩区,55.00㎡,1室1厅1卫,1200 元/月
,,,,
整租·美的林城时代北区 3室2厅 南,观山湖区,89.00㎡,3室2厅2卫,3100 元/月
,,,,
整租·北大资源梦想城 1室1厅 南,观山湖区,45.00㎡,1室1厅1卫,1400 元/月
,,,,
整租·水岸金都 3室2厅 西南,南明区,104.00㎡,3室2厅1卫,2000 元/月
,,,,
整租·世纪城龙禧苑 4室2厅 错层 西南,观山湖区,135.00㎡,4室2厅2卫,2800 元/月
,,,,
整租·碧桂园学府1号 4室2厅 南/北,花溪区,140.00㎡,4室2厅2卫,1800 元/月
,,,,
整租·中天会展城A区 2室2厅 南,观山湖区,89.00㎡,2室2厅1卫,1800 元/月
,,,,
整租·万科大都会南区 1室1厅 北,花溪区,40.00㎡,1室1厅1卫,22000 元/月
,,,,
整租·中天甜蜜小镇7组团 1室2厅 南/北,云岩区,65.00㎡,1室2厅1卫,1500 元/月
,,,,
整租·华联小区 3室1厅 东南,云岩区,86.00㎡,3室1厅1卫,1600 元/月
,,,,
整租·龙泉苑街 1室1厅 南/北,观山湖区,48.00㎡,1室1厅1卫,12000 元/月
,,,,
整租·方源广场 1室1厅 东南,南明区,46.20㎡,1室1厅1卫,2200 元/月
,,,,
整租·保利·云山国际 2室2厅 东南,云岩区,85.00㎡,2室2厅1卫,1800 元/月
,,,,
整租·立恒花园 2室1厅 东,南明区,80.00㎡,2室1厅1卫,1400 元/月
,,,,
整租·绿苑小区天源居 2室2厅 东南,南明区,72.00㎡,2室2厅1卫,1300 元/月
,,,,
整租·花果园T2区 3室2厅 东南,南明区,100.00㎡,3室2厅2卫,1900 元/月
,,,,
整租·花果园C区 2室1厅 南,南明区,65.00㎡,2室1厅1卫,2000 元/月
,,,,
整租·化建虹湾小区 3室1厅 南,观山湖区,92.50㎡,3室1厅1卫,2100 元/月
,,,,
整租·美的财智中心 4室1厅 东南,观山湖区,234.00㎡,4室1厅0卫,16000 元/月
,,,,
整租·恒大中央公园C区 3室2厅 南/北,观山湖区,129.00㎡,3室2厅2卫,2800 元/月
,,,,
整租·金融城MAX 5室3厅 南,观山湖区,210.21㎡,5室3厅0卫,16000 元/月
,,,,
整租·花果园V区 2室1厅 东南,南明区,65.00㎡,2室1厅1卫,1600 元/月
,,,,
整租·恒森自在城 4室2厅 南,花溪区,120.00㎡,4室2厅2卫,2200 元/月
,,,,
整租·花果园Q区 3室2厅 南,南明区,126.00㎡,3室2厅2卫,2200 元/月
,,,,
整租·花果园M区 0室0厅 南,南明区,22.00㎡,,4000 元/月
,,,,
整租·美的林城时代公寓 1室1厅 西,观山湖区,47.00㎡,1室1厅1卫,1900 元/月
,,,,
整租·花果园A南区 3室2厅 东南,南明区,124.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·花果园T2区 2室1厅 东南,南明区,88.88㎡,2室1厅1卫,1500 元/月
,,,,
整租·花果园V区 1室1厅 南,南明区,51.00㎡,1室1厅1卫,1800 元/月
,,,,
整租·北大资源梦想城 1室1厅 东南,观山湖区,33.86㎡,1室1厅1卫,1600 元/月
,,,,
整租·圣泉流云花园观云邸 2室2厅 西,云岩区,81.00㎡,2室2厅1卫,1600 元/月
,,,,
整租·北大资源梦想城 1室1厅 南/北,观山湖区,45.00㎡,1室1厅1卫,1400 元/月
,,,,
整租·富力新天地 1室1厅 南,观山湖区,50.00㎡,1室1厅1卫,1600 元/月
,,,,
整租·中天会展城A区 2室1厅 南,观山湖区,90.00㎡,2室1厅1卫,2350 元/月
,,,,
整租·中天未来方舟D4组团 1室1厅 南,云岩区,53.77㎡,1室1厅0卫,1000 元/月
,,,,
整租·文明路18号 1室1厅 南,云岩区,45.00㎡,1室1厅1卫,1500 元/月
,,,,
整租·恒大中央广场 4室2厅 南/北,观山湖区,154.00㎡,4室2厅2卫,3400 元/月
,,,,
整租·贵乌南路133号 2室1厅 南,云岩区,75.00㎡,2室1厅1卫,1100 元/月
,,,,
整租·新怡小区 2室1厅 东,白云区,68.00㎡,2室1厅1卫,1400 元/月
,,,,
整租·贵阳国际中心1号 1室1厅 西南,南明区,77.00㎡,1室1厅0卫,1500 元/月
,,,,
整租·碧桂园天麓1号 5室3厅 南/北,贵州双龙航空港经济区,193.00㎡,5室3厅5卫,3500 元/月
,,,,
整租·远大生态风景 3室2厅 南,观山湖区,122.00㎡,3室2厅2卫,2400 元/月
,,,,
整租·万科大都会花样 3室2厅 东南,花溪区,100.00㎡,3室2厅1卫,1800 元/月
,,,,
整租·龙慈苑 2室2厅 南,观山湖区,97.00㎡,2室2厅1卫,1600 元/月
,,,,
整租·美的林城时代美居苑 2室1厅 东,观山湖区,69.20㎡,2室1厅1卫,2100 元/月
,,,,
整租·未来方舟F4组团 1室1厅 南/北,云岩区,34.00㎡,1室1厅1卫,1000 元/月
,,,,
整租·大唐果 4室2厅 东/南,花溪区,137.00㎡,4室2厅2卫,2200 元/月
,,,,
整租·万科新都荟 3室1厅 南,云岩区,85.00㎡,3室1厅2卫,2600 元/月
,,,,
整租·市南路69号 2室1厅 南,南明区,74.00㎡,2室1厅1卫,1200 元/月
,,,,
整租·花果园R2区 2室1厅 南,南明区,68.00㎡,2室1厅1卫,1600 元/月
,,,,
整租·山水黔城一组团 2室1厅 东南,南明区,93.00㎡,2室1厅1卫,1500 元/月
,,,,
整租·千千代公寓 3室2厅 东,南明区,148.00㎡,3室2厅1卫,2600 元/月
,,,,
整租·中天铭廷 3室2厅 南,观山湖区,135.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·山水黔城十一组团 3室2厅 东南,南明区,118.30㎡,3室2厅2卫,2400 元/月
,,,,
整租·华润国际社区二期万象汇（I区） 1室1厅 南/西南,观山湖区,45.00㎡,1室1厅1卫,1600 元/月
,,,,
整租·黔江机械厂 2室1厅 东南,花溪区,52.00㎡,2室1厅1卫,1000 元/月
,,,,
整租·建设路 3室2厅 东南,白云区,102.27㎡,3室2厅1卫,1300 元/月
,,,,
整租·中铁逸都国际A区 2室2厅 东,观山湖区,90.00㎡,2室2厅1卫,2200 元/月
,,,,
整租·贵惠路138号 2室1厅 南/北,南明区,44.00㎡,2室1厅1卫,1300 元/月
,,,,
整租·西南上城天悦府 1室1厅 南,观山湖区,40.00㎡,1室1厅1卫,1400 元/月
,,,,
整租·中天未来方舟F10组团盛棠 4室2厅 南/北,云岩区,113.81㎡,4室2厅1卫,2800 元/月
,,,,
整租·万科翡翠公园 4室2厅 南/北,观山湖区,143.00㎡,4室2厅2卫,2500 元/月
,,,,
整租·省林科院 3室2厅 南,南明区,80.00㎡,3室2厅1卫,1500 元/月
,,,,
整租·未来方舟D11组团 1室1厅 南,云岩区,40.00㎡,1室1厅1卫,1500 元/月
,,,,
整租·贵阳国际中心2号 1室1厅 东南,南明区,45.00㎡,1室1厅1卫,1000 元/月
,,,,
整租·警苑社区 3室2厅 东南,云岩区,108.00㎡,3室2厅1卫,1800 元/月
,,,,
整租·龙缘聚乐汇 1室1厅 东南,南明区,48.00㎡,1室1厅1卫,1600 元/月
,,,,
整租·陕西路24号 1室1厅 西南,云岩区,60.00㎡,1室1厅1卫,1300 元/月
,,,,
整租·未来方舟D12组团 3室1厅 南,云岩区,101.00㎡,3室1厅1卫,2800 元/月
,,,,
整租·宅吉小区 2室1厅 南,云岩区,62.00㎡,2室1厅1卫,1500 元/月
,,,,
整租·桃源小区 3室2厅 南/北,南明区,105.00㎡,3室2厅1卫,1400 元/月
,,,,
整租·幸福家园 4室2厅 东南,南明区,169.00㎡,4室2厅2卫,3600 元/月
,,,,
整租·城市魔方 2室1厅 南,乌当区,71.00㎡,2室1厅1卫,1800 元/月
,,,,
整租·中天帝景传说C区 3室2厅 南/北,观山湖区,130.00㎡,3室2厅2卫,2100 元/月
,,,,
整租·花果园V区 1室0厅 东南,南明区,22.00㎡,1室0厅0卫,3500 元/月
,,,,
整租·世纪城龙泉苑东区 3室2厅 南,观山湖区,115.00㎡,3室2厅2卫,1900 元/月
,,,,
整租·融创九樾府C区 3室2厅 南/北,观山湖区,120.00㎡,3室2厅2卫,3900 元/月
,,,,
整租·未来方舟H2组团 5室2厅 东南,云岩区,162.00㎡,5室2厅2卫,3500 元/月
,,,,
整租·贵阳恒大文化旅游城 2室2厅 南,花溪区,78.00㎡,2室2厅1卫,1500 元/月
,,,,
整租·金元国际新城南区 3室2厅 南,观山湖区,108.00㎡,3室2厅1卫,2200 元/月
,,,,
整租·国际城H4组团 3室2厅 南,南明区,99.00㎡,3室2厅1卫,2300 元/月
,,,,
合租·花果园T1区 2居室 东南卧,南明区,20.00㎡,2室1厅1卫,700 元/月
,,,,
整租·芙蓉园 3室2厅 东南,云岩区,137.00㎡,3室2厅2卫,1700 元/月
,,,,
整租·宝山南路312号 3室1厅 南/北,南明区,88.56㎡,3室1厅1卫,1300 元/月
,,,,
整租·高新路126号 0室0厅 南,乌当区,3756.00㎡,,112680 元/月
,,,,
整租·宅吉小区 2室1厅 南,云岩区,80.00㎡,2室1厅1卫,800 元/月
,,,,
整租·中铁阅山湖阅湖公馆 3室1厅 东,观山湖区,133.00㎡,3室1厅2卫,2800 元/月
,,,,
整租·城基路 2室1厅 南,云岩区,70.00㎡,2室1厅1卫,1600 元/月
,,,,
整租·融创九樾府B区 0室1厅 南,观山湖区,55.59㎡,,3000 元/月
,,,,
整租·文昌第居 3室2厅 东南,南明区,135.00㎡,3室2厅2卫,4200 元/月
,,,,
整租·华颐和苑 3室1厅 南/北,白云区,93.00㎡,3室1厅2卫,1500 元/月
,,,,
整租·百草巷7号 3室1厅 东南,云岩区,125.00㎡,3室1厅1卫,2200 元/月
,,,,
整租·未来方舟D10组团 3室1厅 东南,云岩区,330.00㎡,3室1厅0卫,13200 元/月
,,,,
整租·碧玉园 2室1厅 东南/南,云岩区,89.00㎡,2室1厅1卫,1300 元/月
,,,,
整租·保利温泉新城三期 3室2厅 南,乌当区,138.00㎡,3室2厅2卫,1800 元/月
,,,,
整租·畔山丽苑 4室2厅 跃层 东南,南明区,167.00㎡,4室2厅2卫,1800 元/月
,,,,
整租·渔安新城E组团 2室1厅 南,云岩区,60.00㎡,2室1厅1卫,1500 元/月
,,,,
整租·碧桂园凤凰城 3室2厅 南,贵州双龙航空港经济区,118.00㎡,3室2厅2卫,1200 元/月
,,,,
整租·锦绣星城 2室1厅 东,南明区,87.00㎡,2室1厅1卫,1600 元/月
,,,,
整租·贵阳恒大文化旅游城 3室2厅 南/北,花溪区,133.73㎡,3室2厅2卫,1300 元/月
,,,,
整租·世纪城龙吉苑 3室2厅 南,观山湖区,132.00㎡,3室2厅2卫,2800 元/月
,,,,
整租·未来方舟E1组团（斯美郡） 2室2厅 东南,云岩区,84.00㎡,2室2厅1卫,2000 元/月
,,,,
整租·环南巷34号 2室1厅 东南,南明区,55.00㎡,2室1厅1卫,1100 元/月
,,,,
整租·学府青藤 4室2厅 东南,花溪区,142.00㎡,4室2厅2卫,2000 元/月
,,,,
整租·万科翡翠天骄 4室2厅 东/东南/南,观山湖区,130.00㎡,4室2厅2卫,3800 元/月
,,,,
整租·中铁逸都G区 4室2厅 南,观山湖区,132.00㎡,4室2厅2卫,3000 元/月
,,,,
整租·融创九樾府C区 1室0厅 北,观山湖区,28.00㎡,1室0厅0卫,2300 元/月
,,,,
整租·中天未来方舟F10组团盛棠 4室2厅 南,云岩区,130.00㎡,4室2厅2卫,2500 元/月
,,,,
整租·宝山南路564号 1室1厅 南,南明区,40.00㎡,1室1厅1卫,600 元/月
,,,,
整租·亨特国际 3室2厅 东,南明区,145.00㎡,3室2厅2卫,3000 元/月
,,,,
整租·龙佑苑 2室2厅 南,观山湖区,100.00㎡,2室2厅1卫,1800 元/月
,,,,
整租·中天帝景传说B区 3室2厅 南,观山湖区,120.00㎡,3室2厅2卫,2600 元/月
,,,,
整租·中天会展城A区 2室1厅 南/北,观山湖区,90.00㎡,2室1厅1卫,2600 元/月
,,,,
整租·麒龙商务港 1室0厅 南,观山湖区,1600.00㎡,1室0厅0卫,76800 元/月
,,,,
整租·金元国际新城南区 3室2厅 复式 南,观山湖区,161.00㎡,3室2厅2卫,5500 元/月
,,,,
整租·朝庭四季花园 3室2厅 东南/西北,南明区,130.00㎡,3室2厅2卫,2800 元/月
,,,,
整租·林城花都 4室2厅 东南,南明区,173.12㎡,4室2厅2卫,3800 元/月
,,,,
整租·中山东路35号 1室2厅 东南,南明区,50.00㎡,1室2厅1卫,1550 元/月
,,,,
整租·白金壹号 3室2厅 南,白云区,120.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·麒龙金翠湾 4室2厅 复式 南,观山湖区,148.25㎡,4室2厅2卫,3000 元/月
,,,,
整租·贵阳恒大帝景 3室2厅 南,云岩区,125.00㎡,3室2厅2卫,2200 元/月
,,,,
整租·西南上城博士府 3室2厅 南,观山湖区,107.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·碧桂园学府1号 4室2厅 东南,花溪区,141.47㎡,4室2厅2卫,1900 元/月
,,,,
整租·美的林城时代南区 4室2厅 南,观山湖区,144.20㎡,4室2厅2卫,4500 元/月
,,,,
整租·恒大御龙天峰 3室2厅 北,云岩区,105.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·花果园E区 3室2厅 东,南明区,97.00㎡,3室2厅2卫,2700 元/月
,,,,
整租·未来方舟g9组团 1室0厅 东南,云岩区,70.00㎡,1室0厅1卫,2800 元/月
,,,,
整租·花果园T1区 3室2厅 东南,南明区,129.90㎡,3室2厅2卫,2200 元/月
,,,,
整租·城市之光 2室1厅 东南,云岩区,65.00㎡,2室1厅1卫,2200 元/月
,,,,
整租·怡景华庭 3室2厅 东南,南明区,120.00㎡,3室2厅2卫,3300 元/月
,,,,
整租·万科理想城E区 3室2厅 东南,观山湖区,99.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·金茂·观山湖 4室2厅 南/北,观山湖区,130.00㎡,4室2厅2卫,1500 元/月
,,,,
整租·锦花溪 3室2厅 南/北,花溪区,102.00㎡,3室2厅1卫,1600 元/月
,,,,
整租·九龍花园 2室1厅 南/北,花溪区,62.00㎡,2室1厅1卫,1200 元/月
,,,,
整租·乐街小区 2室1厅 南,花溪区,68.00㎡,2室1厅1卫,1000 元/月
,,,,
整租·环科院宿舍 3室2厅 南/北,南明区,90.55㎡,3室2厅1卫,2000 元/月
,,,,
整租·环科院宿舍 2室1厅 南/北,南明区,61.84㎡,2室1厅1卫,1500 元/月
,,,,
整租·万科亲爱的 2室1厅 南,花溪区,65.00㎡,2室1厅1卫,1300 元/月
,,,,
整租·大兴星城 4室1厅 南,花溪区,120.00㎡,4室1厅1卫,2200 元/月
,,,,
整租·贵阳矿灯厂 1室1厅 东南,花溪区,65.00㎡,1室1厅1卫,1000 元/月
,,,,
整租·世纪城龙禧苑 4室2厅 南,观山湖区,202.00㎡,4室2厅2卫,3000 元/月
,,,,
整租·观府壹号三组团 3室2厅 南,观山湖区,87.00㎡,3室2厅1卫,2500 元/月
,,,,
整租·万科理想城E区 4室2厅 北,观山湖区,128.00㎡,4室2厅2卫,3000 元/月
,,,,
整租·金龍星島國際 3室2厅 东南/南,云岩区,128.00㎡,3室2厅2卫,3900 元/月
,,,,
整租·美的林城时代南区 2室2厅 南/北,观山湖区,90.00㎡,2室2厅1卫,2210 元/月
,,,,
整租·城市魔方 2室1厅 南,乌当区,70.00㎡,2室1厅1卫,1200 元/月
,,,,
整租·金融π公寓 2室1厅 南,观山湖区,63.00㎡,2室1厅1卫,2000 元/月
,,,,
整租·花果园J区 3室2厅 南,南明区,88.00㎡,3室2厅1卫,1800 元/月
,,,,
整租·世贸广场 2室1厅 东南,云岩区,227.00㎡,2室1厅0卫,10000 元/月
,,,,
整租·碧桂园学府1号 2室1厅 南/北,花溪区,66.00㎡,2室1厅1卫,1400 元/月
,,,,
整租·中铁逸都国际B区 2室2厅 西,观山湖区,80.00㎡,2室2厅1卫,2300 元/月
,,,,
整租·美的林城时代公寓 1室1厅 南,观山湖区,47.00㎡,1室1厅1卫,1400 元/月
,,,,
整租·万科新都荟 3室2厅 东,云岩区,117.00㎡,3室2厅2卫,2300 元/月
,,,,
整租·中央国际书香里 4室2厅 东南,云岩区,120.00㎡,4室2厅2卫,2000 元/月
,,,,
整租·官井路14号 3室2厅 东南,南明区,100.00㎡,3室2厅1卫,1800 元/月
,,,,
整租·美树阳光 2室1厅 东南,南明区,77.00㎡,2室1厅1卫,1300 元/月
,,,,
整租·花果园R1区 1室1厅 东南,南明区,70.00㎡,1室1厅1卫,900 元/月
,,,,
整租·世纪城龙祺苑 3室2厅 南/北,观山湖区,116.00㎡,3室2厅2卫,1800 元/月
,,,,
整租·碧桂园花溪首府 3室1厅 南,花溪区,89.00㎡,3室1厅1卫,1200 元/月
,,,,
整租·卓越金商地带小区 3室2厅 南/北,花溪区,112.00㎡,3室2厅2卫,1700 元/月
,,,,
整租·康桥水乡 2室1厅 东南,南明区,82.57㎡,2室1厅1卫,2000 元/月
,,,,
整租·融创九樾府B区 5室2厅 南,观山湖区,168.00㎡,5室2厅2卫,2500 元/月
,,,,
整租·未来方舟D7组团 3室2厅 东南,云岩区,100.00㎡,3室2厅1卫,3000 元/月
,,,,
整租·铂悦府 3室2厅 东南,南明区,199.00㎡,3室2厅2卫,4000 元/月
,,,,
整租·堰塘街四十六号院 1室1厅 东,云岩区,40.00㎡,1室1厅1卫,1000 元/月
,,,,
整租·贵大南苑 3室2厅 南,花溪区,115.00㎡,3室2厅2卫,1500 元/月
,,,,
整租·圣泉流云花园观云邸 2室2厅 南/北,云岩区,83.00㎡,2室2厅1卫,1600 元/月
,,,,
整租·花果园R1区 3室2厅 西,南明区,127.00㎡,3室2厅2卫,2100 元/月
,,,,
整租·保利凤凰湾A区 4室2厅 北,南明区,145.54㎡,4室2厅2卫,1300 元/月
,,,,
整租·余家巷34号院 1室1厅 东南,云岩区,25.00㎡,1室1厅1卫,800 元/月
,,,,
整租·陕西路120号大院 2室1厅 东南,云岩区,50.00㎡,2室1厅1卫,1100 元/月
,,,,
整租·万科翡翠天骄 1室1厅 南/西南,观山湖区,28.00㎡,1室1厅1卫,1500 元/月
,,,,
整租·彩苑 3室2厅 跃层 东南,云岩区,120.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·中天世纪新城六组团 3室2厅 东南,云岩区,123.00㎡,3室2厅2卫,3000 元/月
,,,,
整租·未来方舟D12组团 1室1厅 东,云岩区,38.00㎡,1室1厅0卫,1800 元/月
,,,,
整租·碧桂园·云顶壹品 4室2厅 南,白云区,143.00㎡,4室2厅2卫,1500 元/月
,,,,
整租·保利·大国璟 3室2厅 东,观山湖区,120.00㎡,3室2厅2卫,4500 元/月
,,,,
整租·万科新都荟 5室2厅 复式 南/北,云岩区,156.00㎡,5室2厅5卫,10800 元/月
,,,,
整租·华润悦府H区 3室2厅 东南,观山湖区,120.00㎡,3室2厅2卫,6000 元/月
,,,,
整租·未来方舟E1组团（斯美郡） 2室2厅 东南,云岩区,86.00㎡,2室2厅1卫,1800 元/月
,,,,
整租·青山小区 3室1厅 南/北,南明区,85.26㎡,3室1厅2卫,1200 元/月
,,,,
整租·省人防宿舍 4室2厅 南,云岩区,160.00㎡,4室2厅2卫,2100 元/月
,,,,
整租·龙城壹号 3室2厅 南,观山湖区,138.00㎡,3室2厅2卫,2200 元/月
,,,,
整租·富力中心 1室1厅 西北,观山湖区,70.00㎡,1室1厅0卫,2500 元/月
,,,,
整租·世纪城龙禧苑 4室2厅 南,观山湖区,202.00㎡,4室2厅2卫,4000 元/月
,,,,
整租·贵阳恒大文化旅游城 2室2厅 东南/南,花溪区,75.00㎡,2室2厅1卫,1000 元/月
,,,,
整租·首钢贵州之光光晟组团 1室0厅 北,南明区,45.00㎡,1室0厅1卫,1600 元/月
,,,,
整租·龚西路84号 2室1厅 东,白云区,60.00㎡,2室1厅1卫,1000 元/月
,,,,
整租·国水电九局 3室1厅 南,云岩区,67.00㎡,3室1厅1卫,1100 元/月
,,,,
整租·金阳乾图中心广场 3室2厅 南,观山湖区,142.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·中天长岭阳光 4室2厅 南,观山湖区,168.00㎡,4室2厅2卫,3500 元/月
,,,,
整租·中华北路153号 3室2厅 南/北,云岩区,100.00㎡,3室2厅1卫,3000 元/月
,,,,
整租·鲤鱼东巷 3室1厅 东南/南,云岩区,80.00㎡,3室1厅1卫,800 元/月
,,,,
整租·花果园W2区 3室2厅 东南,南明区,99.60㎡,3室2厅2卫,1800 元/月
,,,,
整租·熙山郡 2室1厅 东南,云岩区,86.00㎡,2室1厅1卫,2000 元/月
,,,,
整租·中天托斯卡纳23组团 5室2厅 复式 东南,白云区,268.79㎡,5室2厅4卫,5000 元/月
,,,,
整租·花果园M区 3室2厅 东,南明区,112.00㎡,3室2厅2卫,3200 元/月
,,,,
整租·世纪城龙昌苑 3室2厅 南,观山湖区,134.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·中天帝景传说D区 2室2厅 南,观山湖区,82.12㎡,2室2厅1卫,1700 元/月
,,,,
整租·花果园M区 1室0厅 东南,南明区,83.00㎡,1室0厅0卫,2400 元/月
,,,,
整租·绿地新都会 1室1厅 东南,白云区,28.00㎡,1室1厅1卫,1000 元/月
,,,,
整租·恒大中央公园D区 2室2厅 东南,观山湖区,89.00㎡,2室2厅1卫,2500 元/月
,,,,
整租·恒大绿洲 3室2厅 东南,白云区,121.64㎡,3室2厅2卫,1700 元/月
,,,,
整租·恒大城 3室2厅 东南,白云区,91.00㎡,3室2厅1卫,2000 元/月
,,,,
整租·远大生态风景 3室2厅 东,观山湖区,113.00㎡,3室2厅1卫,2200 元/月
,,,,
整租·花果园L1区 3室2厅 东,南明区,126.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·恒大金阳新世界观澜 3室2厅 东南/东北,观山湖区,91.00㎡,3室2厅1卫,2300 元/月
,,,,
整租·银通山庄千禧园 3室1厅 东南/西南/西北/东北,云岩区,135.00㎡,3室1厅2卫,1500 元/月
,,,,
整租·恒大悦府 1室1厅 东,白云区,60.00㎡,1室1厅1卫,2500 元/月
,,,,
整租·中天未来方舟D3组团 2室1厅 复式 东,云岩区,36.00㎡,2室1厅1卫,1800 元/月
,,,,
整租·中天广场 3室1厅 东南,南明区,110.00㎡,3室1厅1卫,2500 元/月
,,,,
整租·美的财智中心 1室1厅 西,观山湖区,480.00㎡,1室1厅0卫,31200 元/月
,,,,
整租·保利公园揽胜I 3室2厅 南,乌当区,130.00㎡,3室2厅2卫,3000 元/月
,,,,
整租·华润国际社区C区 1室1厅 南,观山湖区,45.00㎡,1室1厅1卫,1600 元/月
,,,,
整租·未来方舟D11组团 3室2厅 南,云岩区,98.00㎡,3室2厅1卫,3000 元/月
,,,,
整租·世纪城龙泉苑东区 1室2厅 南/北,观山湖区,65.00㎡,1室2厅1卫,1600 元/月
,,,,
整租·中天甜蜜小镇1组团 2室1厅 南,云岩区,60.00㎡,2室1厅1卫,1200 元/月
,,,,
整租·恒大翡翠华庭 3室2厅 南/北,花溪区,113.11㎡,3室2厅1卫,2300 元/月
,,,,
整租·中天渔安新城B组团 2室1厅 东,云岩区,75.00㎡,2室1厅1卫,1000 元/月
,,,,
整租·上海之春 2室2厅 东/东南,云岩区,118.00㎡,2室2厅2卫,2400 元/月
,,,,
整租·中天未来方舟D3组团 1室1厅 南,云岩区,53.00㎡,1室1厅1卫,3200 元/月
,,,,
整租·世纪城龙吉苑 4室2厅 错层 南/北,观山湖区,153.00㎡,4室2厅2卫,2600 元/月
,,,,
整租·优品道.现代城 4室2厅 西,白云区,110.00㎡,4室2厅2卫,2000 元/月
,,,,
整租·楠竹花园西区 3室2厅 东南,花溪区,120.00㎡,3室2厅2卫,1500 元/月
,,,,
整租·振华科技大厦 4室1厅 南,云岩区,210.00㎡,4室1厅1卫,9500 元/月
,,,,
整租·西南上城紫御府 1室1厅 东南,观山湖区,43.90㎡,1室1厅1卫,1100 元/月
,,,,
整租·远大生态风景 3室1厅 东,观山湖区,140.00㎡,3室1厅2卫,2500 元/月
,,,,
整租·国际城D组团 3室2厅 东南/南,南明区,95.00㎡,3室2厅1卫,2500 元/月
,,,,
整租·中天长岭阳光 4室2厅 南/北,观山湖区,167.00㎡,4室2厅2卫,4800 元/月
,,,,
整租·碧潭园D区 2室2厅 复式 南,观山湖区,89.60㎡,2室2厅1卫,2200 元/月
,,,,
整租·未来方舟D1组团 3室0厅 南,云岩区,300.00㎡,3室0厅0卫,12000 元/月
,,,,
整租·绿地联盛国际 1室1厅 南,观山湖区,200.00㎡,1室1厅1卫,16000 元/月
,,,,
整租·北大资源梦想城 1室1厅 北,观山湖区,45.00㎡,1室1厅1卫,1200 元/月
,,,,
整租·保利凤凰湾 1室1厅 南,南明区,46.00㎡,1室1厅1卫,800 元/月
,,,,
整租·花果园X区 2室1厅 东/东南,南明区,75.00㎡,2室1厅1卫,1550 元/月
,,,,
整租·中铁逸都国际A区 3室1厅 南/北,观山湖区,90.70㎡,3室1厅1卫,2100 元/月
,,,,
整租·首钢贵州之光光禧组团 3室2厅 东南,南明区,124.00㎡,3室2厅2卫,5000 元/月
,,,,
整租·万科大都会南区 3室2厅 东南,花溪区,85.79㎡,3室2厅1卫,2300 元/月
,,,,
整租·保利溪湖 1室0厅 西南/北,花溪区,36.00㎡,1室0厅0卫,1100 元/月
,,,,
整租·百草巷2号 3室1厅 南,云岩区,120.00㎡,3室1厅1卫,2500 元/月
,,,,
整租·保利温泉新城四期 3室2厅 东南,乌当区,113.00㎡,3室2厅2卫,2400 元/月
,,,,
整租·首钢贵州之光光晟组团 1室1厅 东/东南,南明区,53.00㎡,1室1厅1卫,1500 元/月
,,,,
整租·兰馨桂馥花园 3室2厅 南,花溪区,113.00㎡,3室2厅1卫,1300 元/月
,,,,
整租·未来方舟F11组团 3室2厅 南,云岩区,103.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·新世界御湖 3室2厅 北,观山湖区,134.00㎡,3室2厅2卫,3000 元/月
,,,,
